"Index","Var_name","Estimate","L_bound","U_bound","gradient","at_bound","family","target","p1","p2","p3","p4","mapped_value","absolute_error","mapped","note","fitted_index","local_index","jittered_value","jitter_method","jitter_space","jitter_scale","jitter_center","jitter_standardized_shift","jitter_effective_cv","jitter_max_safe_cv","jitter_cv_limited","jitter_safe_cv_cap_enabled","boundary_adjusted","nominal_cv"
11,"diff_coffs(1,11)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",1,11,NA,NA,0.1,0,TRUE,NA,11,11,0.105655029782983,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,0.565502978298264,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
12,"diff_coffs(1,12)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",1,12,NA,NA,0.1,0,TRUE,NA,12,12,0.0863214138280576,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,-1.36785861719424,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
13,"diff_coffs(1,13)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",1,13,NA,NA,0.1,0,TRUE,NA,13,13,0.103561109983376,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,0.356110998337628,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
14,"diff_coffs(1,14)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",1,14,NA,NA,0.1,0,TRUE,NA,14,14,0.0942129311527619,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,-0.57870688472381,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
15,"diff_coffs(2,1)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",2,1,NA,NA,0.1,0,TRUE,NA,15,15,0.0950741594986209,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,-0.492584050137912,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
16,"diff_coffs(2,2)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",2,2,NA,NA,0.1,0,TRUE,NA,16,16,0.0933361269607207,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,-0.666387303927933,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
17,"diff_coffs(2,3)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",2,3,NA,NA,0.1,0,TRUE,NA,17,17,0.117026042534811,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,1.70260425348112,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
18,"diff_coffs(2,4)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",2,4,NA,NA,0.1,0,TRUE,NA,18,18,0.110227255963843,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,1.02272559638433,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
19,"diff_coffs(2,5)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",2,5,NA,NA,0.1,0,TRUE,NA,19,19,0.0937053295085138,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,-0.62946704914862,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
20,"diff_coffs(2,6)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",2,6,NA,NA,0.1,0,TRUE,NA,20,20,0.109592388436688,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,0.959238843668779,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
21,"diff_coffs(2,7)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",2,7,NA,NA,0.1,0,TRUE,NA,21,21,0.0869127444586399,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,-1.30872555413601,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
22,"diff_coffs(2,8)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",2,8,NA,NA,0.1,0,TRUE,NA,22,22,0.094095138706697,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,-0.590486129330302,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
23,"diff_coffs(2,9)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",2,9,NA,NA,0.1,0,TRUE,NA,23,23,0.0999880239868575,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,-0.00119760131425256,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
24,"diff_coffs(2,10)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",2,10,NA,NA,0.1,0,TRUE,NA,24,24,0.0942972143461123,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,-0.570278565388772,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
25,"diff_coffs(2,11)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",2,11,NA,NA,0.1,0,TRUE,NA,25,25,0.116198986994165,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,1.61989869941649,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
26,"diff_coffs(2,12)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",2,12,NA,NA,0.1,0,TRUE,NA,26,26,0.0926554301228051,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,-0.734456987719495,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
27,"diff_coffs(2,13)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",2,13,NA,NA,0.1,0,TRUE,NA,27,27,0.101904712613652,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,0.190471261365197,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
28,"diff_coffs(2,14)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",2,14,NA,NA,0.1,0,TRUE,NA,28,28,0.0938472533622276,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,-0.615274663777242,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
29,"diff_coffs(3,1)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",3,1,NA,NA,0.1,0,TRUE,NA,29,29,0.101117164922228,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,0.111716492222781,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
30,"diff_coffs(3,2)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",3,2,NA,NA,0.1,0,TRUE,NA,30,30,0.0871375018765915,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,-1.28624981234085,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
31,"diff_coffs(3,3)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",3,3,NA,NA,0.1,0,TRUE,NA,31,31,0.0977348132053051,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,-0.226518679469495,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
32,"diff_coffs(3,4)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",3,4,NA,NA,0.1,0,TRUE,NA,32,32,0.102030609448182,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,0.203060944818149,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
33,"diff_coffs(3,5)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",3,5,NA,NA,0.1,0,TRUE,NA,33,33,0.117237879819357,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,1.72378798193575,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
34,"diff_coffs(3,6)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",3,6,NA,NA,0.1,0,TRUE,NA,34,34,0.0848195078971854,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,-1.51804921028146,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
35,"diff_coffs(3,7)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",3,7,NA,NA,0.1,0,TRUE,NA,35,35,0.110578631381559,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,1.05786313815592,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
36,"diff_coffs(3,8)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",3,8,NA,NA,0.1,0,TRUE,NA,36,36,0.102675072711793,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,0.267507271179336,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
37,"diff_coffs(3,9)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",3,9,NA,NA,0.1,0,TRUE,NA,37,37,0.113146595328724,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,1.31465953287239,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
38,"diff_coffs(3,10)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",3,10,NA,NA,0.1,0,TRUE,NA,38,38,0.111761296654101,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,1.1761296654101,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
39,"diff_coffs(3,11)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",3,11,NA,NA,0.1,0,TRUE,NA,39,39,0.0889955279351649,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,-1.10044720648352,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
40,"diff_coffs(3,12)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",3,12,NA,NA,0.1,0,TRUE,NA,40,40,0.0863274079233917,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,-1.36725920766083,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
41,"diff_coffs(3,13)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",3,13,NA,NA,0.1,0,TRUE,NA,41,41,0.0813154165493199,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,-1.86845834506801,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
42,"diff_coffs(3,14)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",3,14,NA,NA,0.1,0,TRUE,NA,42,42,0.101050033735454,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,0.105003373545402,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
43,"diff_coffs(4,1)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",4,1,NA,NA,0.1,0,TRUE,NA,43,43,0.0997501038859713,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,-0.0249896114028716,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
44,"diff_coffs(4,2)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",4,2,NA,NA,0.1,0,TRUE,NA,44,44,0.106049667520456,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,0.604966752045632,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
45,"diff_coffs(4,3)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",4,3,NA,NA,0.1,0,TRUE,NA,45,45,0.0974297721637892,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,-0.257022783621082,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
46,"diff_coffs(4,4)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",4,4,NA,NA,0.1,0,TRUE,NA,46,46,0.116495231777191,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,1.64952317771906,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
47,"diff_coffs(4,5)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",4,5,NA,NA,0.1,0,TRUE,NA,47,47,0.0973311316567816,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,-0.266886834321839,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
48,"diff_coffs(4,6)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",4,6,NA,NA,0.1,0,TRUE,NA,48,48,0.108436417386296,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,0.843641738629594,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
49,"diff_coffs(4,7)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",4,7,NA,NA,0.1,0,TRUE,NA,49,49,0.115851607248501,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,1.58516072485013,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
50,"diff_coffs(4,8)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",4,8,NA,NA,0.1,0,TRUE,NA,50,50,0.0905244838140141,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,-0.947551618598589,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
51,"diff_coffs(4,9)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",4,9,NA,NA,0.1,0,TRUE,NA,51,51,0.0937320054185874,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,-0.62679945814126,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
52,"diff_coffs(4,10)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",4,10,NA,NA,0.1,0,TRUE,NA,52,52,0.10319581053001,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,0.319581053001001,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
53,"diff_coffs(4,11)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",4,11,NA,NA,0.1,0,TRUE,NA,53,53,0.112112928847903,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,1.21129288479029,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
54,"diff_coffs(4,12)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",4,12,NA,NA,0.1,0,TRUE,NA,54,54,0.111855756288023,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,1.18557562880227,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
55,"diff_coffs(4,13)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",4,13,NA,NA,0.1,0,TRUE,NA,55,55,0.0955756678103012,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,-0.442433218969884,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
56,"diff_coffs(4,14)",0.1,0,4,0,FALSE,"diff_coffs","diff_coffs",4,14,NA,NA,0.1,0,TRUE,NA,56,56,0.0999751675485012,"mean_preserving_scaled_beta","bounded_natural",0.01,0.1,-0.00248324514988546,0.1,1.36277028773849,FALSE,TRUE,FALSE,0.1
57,"region_rec_diffs(1,1)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",1,NA,NA,NA,0,0,TRUE,NA,57,57,-0.0249985117918903,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.416641863198171,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
58,"region_rec_diffs(1,2)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",2,NA,NA,NA,0,0,TRUE,NA,58,58,0.00270174902282427,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.0450291503804046,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
59,"region_rec_diffs(1,3)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",3,NA,NA,NA,0,0,TRUE,NA,59,59,0.142475721698354,"mean_preserving_scaled_beta","bounded_natural",0.06,0,2.37459536163923,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
60,"region_rec_diffs(1,4)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",4,NA,NA,NA,0,0,TRUE,NA,60,60,-0.0789796197320731,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-1.31632699553455,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
61,"region_rec_diffs(1,5)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",5,NA,NA,NA,0,0,TRUE,NA,61,61,-0.0685179116628571,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-1.14196519438095,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
62,"region_rec_diffs(1,6)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",6,NA,NA,NA,0,0,TRUE,NA,62,62,-0.0975180017450121,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-1.62530002908354,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
63,"region_rec_diffs(1,7)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",7,NA,NA,NA,0,0,TRUE,NA,63,63,0.0518635238301952,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.864392063836587,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
64,"region_rec_diffs(1,8)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",8,NA,NA,NA,0,0,TRUE,NA,64,64,-0.0876256061961587,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-1.46042676993598,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
65,"region_rec_diffs(1,9)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",9,NA,NA,NA,0,0,TRUE,NA,65,65,0.0503367969335917,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.838946615559862,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
66,"region_rec_diffs(1,10)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",10,NA,NA,NA,0,0,TRUE,NA,66,66,-0.0293569724357052,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.48928287392842,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
67,"region_rec_diffs(1,11)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",11,NA,NA,NA,0,0,TRUE,NA,67,67,-0.00898469407107738,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.149744901184623,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
68,"region_rec_diffs(1,12)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",12,NA,NA,NA,0,0,TRUE,NA,68,68,0.0732101431054772,"mean_preserving_scaled_beta","bounded_natural",0.06,0,1.22016905175795,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
69,"region_rec_diffs(1,13)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",13,NA,NA,NA,0,0,TRUE,NA,69,69,0.00047207786107295,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.00786796435121584,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
70,"region_rec_diffs(1,14)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",14,NA,NA,NA,0,0,TRUE,NA,70,70,0.0295988938685756,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.493314897809593,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
71,"region_rec_diffs(1,15)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",15,NA,NA,NA,0,0,TRUE,NA,71,71,-0.100836889628257,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-1.68061482713761,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
72,"region_rec_diffs(1,16)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",16,NA,NA,NA,0,0,TRUE,NA,72,72,-0.0328015441963969,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.546692403273282,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
73,"region_rec_diffs(1,17)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",17,NA,NA,NA,0,0,TRUE,NA,73,73,0.000745798601341718,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.0124299766890286,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
74,"region_rec_diffs(1,18)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",18,NA,NA,NA,0,0,TRUE,NA,74,74,0.0433392209588517,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.722320349314194,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
75,"region_rec_diffs(1,19)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",19,NA,NA,NA,0,0,TRUE,NA,75,75,0.0315569865348202,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.525949775580337,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
76,"region_rec_diffs(1,20)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",20,NA,NA,NA,0,0,TRUE,NA,76,76,0.0360667821794038,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.601113036323397,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
77,"region_rec_diffs(1,21)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",21,NA,NA,NA,0,0,TRUE,NA,77,77,-0.037813583493902,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.630226391565033,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
78,"region_rec_diffs(1,22)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",22,NA,NA,NA,0,0,TRUE,NA,78,78,-0.0398231457798972,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.66371909633162,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
79,"region_rec_diffs(1,23)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",23,NA,NA,NA,0,0,TRUE,NA,79,79,0.0362163153043937,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.603605255073229,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
80,"region_rec_diffs(1,24)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",24,NA,NA,NA,0,0,TRUE,NA,80,80,-0.0094719892647146,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.157866487745243,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
81,"region_rec_diffs(1,25)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",25,NA,NA,NA,0,0,TRUE,NA,81,81,0.0441388698200926,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.735647830334877,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
82,"region_rec_diffs(1,26)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",26,NA,NA,NA,0,0,TRUE,NA,82,82,-0.00328583484732015,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.0547639141220024,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
83,"region_rec_diffs(1,27)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",27,NA,NA,NA,0,0,TRUE,NA,83,83,-0.029663880682675,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.494398011377917,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
84,"region_rec_diffs(1,28)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",28,NA,NA,NA,0,0,TRUE,NA,84,84,-0.0191863181924341,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.319771969873902,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
85,"region_rec_diffs(1,29)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",29,NA,NA,NA,0,0,TRUE,NA,85,85,0.0980576584573045,"mean_preserving_scaled_beta","bounded_natural",0.06,0,1.63429430762174,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
86,"region_rec_diffs(1,30)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",30,NA,NA,NA,0,0,TRUE,NA,86,86,0.0397327357092569,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.662212261820949,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
87,"region_rec_diffs(1,31)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",31,NA,NA,NA,0,0,TRUE,NA,87,87,0.0249232579903342,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.415387633172237,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
88,"region_rec_diffs(1,32)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",32,NA,NA,NA,0,0,TRUE,NA,88,88,0.0035209019172564,"mean_preserving_scaled_beta","bounded_natural",0.06,0,0.05868169862094,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
89,"region_rec_diffs(1,33)",0,-3,3,0,FALSE,"regional_recruitment_variation","region_rec_var",33,NA,NA,NA,0,0,TRUE,NA,89,89,-0.0593306223540209,"mean_preserving_scaled_beta","bounded_natural",0.06,0,-0.988843705900348,0.1,3.53553390593274,FALSE,TRUE,FALSE,0.1
